name        y_n    ratio(x/y)    overlap_level    count    grey_std
/home/lxf/Downloads/soma_need_remove/11/marker_all_362.marker_color.txt     1   0.809524   0.72409   925   2.17947
/home/lxf/Downloads/soma_need_remove/11/marker_all_364.marker_color.txt     1   1   0.643991   1278   6.66963
/home/lxf/Downloads/soma_need_remove/11/marker_all_366.marker_color.txt     1   1   0.660494   788   2.22769
/home/lxf/Downloads/soma_need_remove/11/marker_all_369.marker_color.txt     1   0.888889   0.560764   481   1.64671
/home/lxf/Downloads/soma_need_remove/11/marker_all_371.marker_color.txt     1   0.764706   0.638009   374   1.26712
/home/lxf/Downloads/soma_need_remove/11/marker_all_372.marker_color.txt     1   0.904762   0.660401   934   3.20795
/home/lxf/Downloads/soma_need_remove/11/marker_all_373.marker_color.txt     1   0.882353   0.5   256   0.35138
/home/lxf/Downloads/soma_need_remove/11/marker_all_374.marker_color.txt     1   0.833333   0.624074   511   0.917389
/home/lxf/Downloads/soma_need_remove/11/marker_all_376.marker_color.txt     1   0.8125   0.557692   329   0.456865
/home/lxf/Downloads/soma_need_remove/11/marker_all_382.marker_color.txt     1   0.863636   0.677033   1118   3.39588
/home/lxf/Downloads/soma_need_remove/11/marker_all_39.marker_color.txt     1   1   0.41358   302   0.480059
/home/lxf/Downloads/soma_need_remove/11/marker_all_95.marker_color.txt     1   0.842105   0.623355   614   7.2514
/home/lxf/Downloads/soma_need_remove/13/marker_all_109.marker_color.txt     1   1   0.519531   362   0.983294
/home/lxf/Downloads/soma_need_remove/13/marker_all_15.marker_color.txt     1   0.9   0.463889   427   0.254264
/home/lxf/Downloads/soma_need_remove/13/marker_all_16.marker_color.txt     1   1   0.535494   503   1.74657
/home/lxf/Downloads/soma_need_remove/13/marker_all_220.marker_color.txt     1   0.772727   0.68984   1046   5.74371
/home/lxf/Downloads/soma_need_remove/13/marker_all_269.marker_color.txt     1   0.95   0.781579   1151   5.78736
/home/lxf/Downloads/soma_need_remove/13/marker_all_289.marker_color.txt     1   0.826087   0.62357   958   2.49031
/home/lxf/Downloads/soma_need_remove/13/marker_all_292.marker_color.txt     1   0.952381   0.678571   1073   3.14182
/home/lxf/Downloads/soma_need_remove/13/marker_all_298.marker_color.txt     1   0.866667   0.453846   236   0.695096
/home/lxf/Downloads/soma_need_remove/13/marker_all_299.marker_color.txt     1   0.95   0.663158   1014   3.59616
/home/lxf/Downloads/soma_need_remove/13/marker_all_300.marker_color.txt     1   0.8125   0.550481   295   0.9361
/home/lxf/Downloads/soma_need_remove/13/marker_all_301.marker_color.txt     1   0.947368   0.622807   518   1.18849
/home/lxf/Downloads/soma_need_remove/13/marker_all_303.marker_color.txt     1   0.952381   0.7   1089   7.24554
/home/lxf/Downloads/soma_need_remove/13/marker_all_5.marker_color.txt     1   0.947368   0.726608   1308   5.56965
/home/lxf/Downloads/soma_need_remove/13/marker_all_6.marker_color.txt     1   0.863636   0.54067   977   1.42978
/home/lxf/Downloads/soma_need_remove/14/marker_all_32.marker_color.txt     1   0.64   0.38125   579   2.08886
/home/lxf/Downloads/soma_need_remove/2/marker_all_2.marker_color.txt     1   0.615385   0.509615   188   5.08376
/home/lxf/Downloads/soma_need_remove/2/marker_all_27.marker_color.txt     1   0.818182   0.565657   112   1.00561
/home/lxf/Downloads/soma_need_remove/2/marker_all_7.marker_color.txt     1   0.8   0.66875   107   1.07224
/home/lxf/Downloads/soma_need_remove/2/marker_all_777.marker_color.txt     1   0.909091   0.627273   180   4.46458
/home/lxf/Downloads/soma_need_remove/2/marker_all_781.marker_color.txt     1   0.9   0.5   90   0
/home/lxf/Downloads/soma_need_remove/2/marker_all_791.marker_color.txt     1   0.75   0.705729   467   4.33986
/home/lxf/Downloads/soma_need_remove/2/marker_all_797.marker_color.txt     1   0.933333   0.654762   394   1.87258
/home/lxf/Downloads/soma_need_remove/2/marker_all_808.marker_color.txt     1   1   0.671875   546   2.54034
/home/lxf/Downloads/soma_need_remove/2/marker_all_816.marker_color.txt     1   0.941176   0.597426   424   2.85898
/home/lxf/Downloads/soma_need_remove/2/marker_all_818.marker_color.txt     1   0.941176   0.639706   539   3.33057
/home/lxf/Downloads/soma_need_remove/2/marker_all_859.marker_color.txt     1   0.928571   0.576923   297   1.47009
/home/lxf/Downloads/soma_need_remove/3/marker_all_0.marker_color.txt     1   0.888889   0.743056   128   1.30027
/home/lxf/Downloads/soma_need_remove/3/marker_all_15.marker_color.txt     1   0.75   0.726852   214   2.27588
/home/lxf/Downloads/soma_need_remove/3/marker_all_169.marker_color.txt     1   0.9   0.627778   113   1.27252
/home/lxf/Downloads/soma_need_remove/3/marker_all_186.marker_color.txt     1   0.9   0.444444   107   7.21887
/home/lxf/Downloads/soma_need_remove/3/marker_all_2.marker_color.txt     1   1   0.679688   87   0.709842
/home/lxf/Downloads/soma_need_remove/3/marker_all_237.marker_color.txt     1   0.8   0.6875   110   1.45952
/home/lxf/Downloads/soma_need_remove/3/marker_all_342.marker_color.txt     1   1   0.728395   118   1.50023
/home/lxf/Downloads/soma_need_remove/3/marker_all_372.marker_color.txt     1   1   0.611111   99   1.60415
/home/lxf/Downloads/soma_need_remove/3/marker_all_384.marker_color.txt     1   0.615385   0.625   177   3.14352
/home/lxf/Downloads/soma_need_remove/4/marker_all_223.marker_color.txt     1   0.857143   0.723545   967   4.5181
/home/lxf/Downloads/soma_need_remove/4/marker_all_594.marker_color.txt     1   0.882353   0.643137   449   0.814603
/home/lxf/Downloads/soma_need_remove/4/marker_all_663.marker_color.txt     1   0.833333   0.47963   326   0.480679
/home/lxf/Downloads/soma_need_remove/4/marker_all_679.marker_color.txt     1   0.941176   0.602941   481   1.20351
/home/lxf/Downloads/soma_need_remove/4/marker_all_689.marker_color.txt     1   0.916667   0.344697   97   0.203069
/home/lxf/Downloads/soma_need_remove/4/marker_all_697.marker_color.txt     1   1   0.660494   648   2.25651
/home/lxf/Downloads/soma_need_remove/4/marker_all_700.marker_color.txt     1   0.722222   0.685897   531   1.60952
/home/lxf/Downloads/soma_need_remove/4/marker_all_701.marker_color.txt     1   0.941176   0.700368   668   1.68003
/home/lxf/Downloads/soma_need_remove/4/marker_all_703.marker_color.txt     1   0.833333   0.631481   503   0.966517
/home/lxf/Downloads/soma_need_remove/5/marker_all_17.marker_color.txt     1   0.952381   0.710714   1192   6.11476
/home/lxf/Downloads/soma_need_remove/5/marker_all_276.marker_color.txt     1   0.6   0.422222   163   3.72057
/home/lxf/Downloads/soma_need_remove/5/marker_all_332.marker_color.txt     1   0.916667   0.647727   1437   3.21554
/home/lxf/Downloads/soma_need_remove/5/marker_all_541.marker_color.txt     1   0.882353   0.643137   449   0.814603
/home/lxf/Downloads/soma_need_remove/5/marker_all_592.marker_color.txt     1   0.833333   0.47963   326   0.480679
/home/lxf/Downloads/soma_need_remove/5/marker_all_606.marker_color.txt     1   0.941176   0.602941   481   1.20351
/home/lxf/Downloads/soma_need_remove/6/marker_all_186.marker_color.txt     1   0.956522   0.613636   1095   2.07158
/home/lxf/Downloads/soma_need_remove/6/marker_all_193.marker_color.txt     1   0.666667   0.556667   228   3.60436
/home/lxf/Downloads/soma_need_remove/6/marker_all_198.marker_color.txt     1   1   0.6825   1155   2.95013
/home/lxf/Downloads/soma_need_remove/6/marker_all_2.marker_color.txt     1   0.809524   0.313725   224   3.59798
/home/lxf/Downloads/soma_need_remove/6/marker_all_22.marker_color.txt     1   0.944444   0.28268   196   0.142857
/home/lxf/Downloads/soma_need_remove/6/marker_all_38.marker_color.txt     1   0.823529   0.394958   250   0.306712
/home/lxf/Downloads/soma_need_remove/6/marker_all_383.marker_color.txt     1   1   0.673469   1292   4.82106
/home/lxf/Downloads/soma_need_remove/6/marker_all_524.marker_color.txt     1   0.583333   0.482143   87   0.693653
/home/lxf/Downloads/soma_need_remove/6/marker_all_533.marker_color.txt     1   1   0.489796   202   0.525682
/home/lxf/Downloads/soma_need_remove/6/marker_all_535.marker_color.txt     1   0.733333   0.678788   319   1.0494
/home/lxf/Downloads/soma_need_remove/6/marker_all_536.marker_color.txt     1   1   0.713333   467   1.1599
/home/lxf/Downloads/soma_need_remove/6/marker_all_538.marker_color.txt     1   0.857143   0.33631   149   0.361387
/home/lxf/Downloads/soma_need_remove/6/marker_all_540.marker_color.txt     1   0.944444   0.629085   710   1.04892
/home/lxf/Downloads/soma_need_remove/7/marker_all_563.marker_color.txt     1   1   0.704444   438   0.822045
/home/lxf/Downloads/soma_need_remove/7/marker_all_639.marker_color.txt     1   0.833333   0.47963   326   0.480679
/home/lxf/Downloads/soma_need_remove/7/marker_all_655.marker_color.txt     1   0.941176   0.602941   481   1.20351
/home/lxf/Downloads/soma_need_remove/7/marker_all_673.marker_color.txt     1   1   0.660494   648   2.25651
/home/lxf/Downloads/soma_need_remove/7/marker_all_676.marker_color.txt     1   0.722222   0.685897   531   1.60952
/home/lxf/Downloads/soma_need_remove/7/marker_all_677.marker_color.txt     1   0.941176   0.700368   668   1.68003
/home/lxf/Downloads/soma_need_remove/8/marker_all_2.marker_color.txt     1   0.826087   0.662471   980   2.65051
/home/lxf/Downloads/soma_need_remove/8/marker_all_454.marker_color.txt     1   0.833333   0.8   358   5.79698
/home/lxf/Downloads/soma_need_remove/8/marker_all_477.marker_color.txt     1   0.95   0.685526   912   2.59681
/home/lxf/Downloads/soma_need_remove/8/marker_all_485.marker_color.txt     1   1   0.685185   787   2.99156
/home/lxf/Downloads/soma_need_remove/8/marker_all_489.marker_color.txt     1   0.866667   0.515385   210   0.67105
/home/lxf/Downloads/soma_need_remove/8/marker_all_70.marker_color.txt     1   0.875   0.549107   346   1.15241
/home/lxf/Downloads/soma_need_remove/9/marker_all_13.marker_color.txt     1   0.777778   0.490079   431   9.70598
/home/lxf/Downloads/soma_need_remove/9/marker_all_15.marker_color.txt     1   0.833333   0.638542   1178   2.83901
/home/lxf/Downloads/soma_need_remove/9/marker_all_245.marker_color.txt     1   0.461538   0.378205   90   6.15493
/home/lxf/Downloads/soma_need_remove/9/marker_all_26.marker_color.txt     1   0.894737   0.611455   649   1.4899
/home/lxf/Downloads/soma_need_remove/9/marker_all_3.marker_color.txt     1   0.944444   0.658497   683   0.911275
/home/lxf/Downloads/soma_need_remove/9/marker_all_32.marker_color.txt     1   0.894737   0.5   478   0.703628
/home/lxf/Downloads/soma_need_remove/9/marker_all_33.marker_color.txt     1   0.9375   0.554167   537   0.930818
/home/lxf/Downloads/soma_need_remove/9/marker_all_39.marker_color.txt     1   0.857143   0.619048   772   1.42692
/home/lxf/Downloads/soma_need_remove/9/marker_all_416.marker_color.txt     1   0.888889   0.598958   473   0.933811
/home/lxf/Downloads/soma_need_remove/9/marker_all_43.marker_color.txt     1   0.956522   0.61166   1038   2.66531
/home/lxf/Downloads/soma_need_remove/9/marker_all_448.marker_color.txt     1   0.95   0.685526   912   2.59681
/home/lxf/Downloads/soma_need_remove/9/marker_all_450.marker_color.txt     1   0.789474   0.638596   487   1.76229
/home/lxf/Downloads/soma_need_remove/9/marker_all_454.marker_color.txt     1   0.944444   0.691176   554   3.12696
/home/lxf/Downloads/soma_need_remove/9/marker_all_56.marker_color.txt     1   0.85   0.651471   793   1.53055
