
3_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi_C_1.tif_uint8.v3dpbd.tiff, 2048, 2048, 21, 
3_CL-IV_x_Ank2-IR_ddaC_membrane-B.tif.v3dpbd.tiff, 1024, 1024, 4, 
3_CL-I_MT_X_MYR-GFP_ddaD_MT-mCherry_membrane-GFP.czi_C_1.tif.v3dpbd.tiff, 1021, 494, 27, 
3_CL-I_MT_X_MYR-GFP_ddaE_MT-mCherry_membrane-GFP.czi_C_1.tif.v3dpbd.tiff, 1017, 429, 27, 
6_1_Live_2-2-2010_11-05-38_AM_med_Red.tif_uint8.v3dpbd.tiff, 684, 416, 181, 
AL_GNG_LH_neuron.v3dpbd.tiff, 1024, 1024, 120, 
case1-slide2-section1-left-cell1_merge_c2.v3dpbd.tiff, 1024, 1024, 76, 
case1-slide2-section2-left-cell3_merge_c2.v3dpbd.tiff, 1024, 1024, 138, 
Cell1_40x_1.0umstep_H15.06.005.07.02_cell1.oif.files.v3dpbd.tiff, 1882, 1025, 85, 
fix-P7-4.5h-cell1-60x-zoom1.5_merge_c2.v3dpbd.tiff, 1024, 1024, 90, 
fix-P7-4.5h-cell2-60x-zoom1.5_merge_c2.v3dpbd.tiff, 1024, 1024, 88, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_A1-right_optic_lobe.v3draw.extract_1.v3dpbd.tiff, 511, 511, 401, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_A1-right_optic_lobe.v3draw.extract_4.v3dpbd.tiff, 511, 511, 401, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_A1-right_optic_lobe.v3draw.extract_5.v3dpbd.tiff, 511, 511, 401, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_A2-right_optic_lobe.v3draw.extract_0.v3dpbd.tiff, 511, 511, 537, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_A3-left_optic_lobe.v3draw.extract_1.v3dpbd.tiff, 511, 511, 537, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_A3-left_optic_lobe.v3draw.extract_4.v3dpbd.tiff, 511, 511, 537, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_A3-left_optic_lobe.v3draw.extract_6.v3dpbd.tiff, 511, 511, 537, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_A3-right_optic_lobe.v3draw.extract_3.v3dpbd.tiff, 511, 511, 537, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_A4-left_optic_lobe.v3draw.extract_5.v3dpbd.tiff, 511, 511, 537, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_A5-left_optic_lobe.v3draw.extract_2.v3dpbd.tiff, 511, 511, 429, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_A6-left_optic_lobe.v3draw.extract_2.v3dpbd.tiff, 511, 511, 456, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_A7-right_optic_lobe.v3draw.extract_2.v3dpbd.tiff, 511, 511, 597, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_B1-left_optic_lobe.v3draw.extract_3.v3dpbd.tiff, 511, 511, 477, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_B2-left_optic_lobe.v3draw.extract_6.v3dpbd.tiff, 511, 511, 432, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_B2-right_optic_lobe.v3draw.extract_0.v3dpbd.tiff, 511, 511, 505, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_B2-right_optic_lobe.v3draw.extract_2.v3dpbd.tiff, 511, 511, 505, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110325_3_C7-left_optic_lobe.v3draw.extract_3.v3dpbd.tiff, 511, 511, 437, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-f-A01-20110928_6_E1-left_optic_lobe.v3draw.extract_5.v3dpbd.tiff, 511, 511, 421, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-m-A02-20111101_1_D1-right_optic_lobe.v3draw.extract_9.v3dpbd.tiff, 511, 511, 422, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-m-A02-20111101_1_D3-left_optic_lobe.v3draw.extract_11.v3dpbd.tiff, 511, 511, 441, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-m-A02-20111101_2_C1-left_optic_lobe.v3draw.extract_2.v3dpbd.tiff, 511, 511, 409, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-m-A02-20111101_2_D2-right_optic_lobe.v3draw.extract_0.v3dpbd.tiff, 511, 511, 460, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-m-A02-20111101_2_E1-right_optic_lobe.v3draw.extract_9.v3dpbd.tiff, 511, 511, 453, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-m-A02-20111101_2_E2-left_optic_lobe.v3draw.extract_4.v3dpbd.tiff, 511, 511, 486, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-m-A02-20111101_2_E2-right_optic_lobe.v3draw.extract_3.v3dpbd.tiff, 511, 511, 462, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-m-A02-20111101_2_E4-right_optic_lobe.v3draw.extract_2.v3dpbd.tiff, 511, 511, 465, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-m-A02-20111101_2_F3-left_optic_lobe.v3draw.extract_6.v3dpbd.tiff, 511, 511, 491, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-x-A02-20110411_1_D4-left_optic_lobe.v3draw.extract_8.v3dpbd.tiff, 511, 511, 473, 
GMR_57C10_AD_01-1xLwt_attp40_4stop1-x-A02-20110612_1_B1-right_optic_lobe.v3draw.extract_7.v3dpbd.tiff, 511, 511, 438, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-f-A-20110929_1_D1-left_optic_lobe.v3draw.extract_0.v3dpbd.tiff, 511, 511, 421, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-f-A-20111005_1_B5-left_optic_lobe.v3draw.extract_3.v3dpbd.tiff, 511, 511, 410, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-f-A-20111028_4_A5-right_optic_lobe.v3draw.extract_0.v3dpbd.tiff, 511, 511, 346, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-f-A-20111103_2_D3-left_optic_lobe.v3draw.extract_0.v3dpbd.tiff, 511, 511, 442, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-f-A-20111107_2_C5-right_optic_lobe.v3draw.extract_0.v3dpbd.tiff, 511, 511, 445, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-f-A-20111108_1_C4-right_optic_lobe.v3draw.extract_3.v3dpbd.tiff, 511, 511, 463, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-f-A-20111108_2_B3-right_optic_lobe.v3draw.extract_5.v3dpbd.tiff, 511, 511, 438, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-f-A-20111108_2_F3-right_optic_lobe.v3draw.extract_0.v3dpbd.tiff, 511, 511, 420, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-f-A-20111108_4_E3-left_optic_lobe.v3draw.extract_1.v3dpbd.tiff, 511, 511, 474, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-f-A-20111108_4_G2-right_optic_lobe.v3draw.extract_1.v3dpbd.tiff, 511, 511, 346, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-m-A-20110929_1_B4-left_optic_lobe.v3draw.extract_1.v3dpbd.tiff, 511, 511, 457, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-m-A-20111004_3_E2-left_optic_lobe.v3draw.extract_0.v3dpbd.tiff, 511, 511, 393, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-m-A-20111005_4_B1-right_optic_lobe.v3draw.extract_0.v3dpbd.tiff, 511, 511, 511, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-m-A-20111005_4_C6-right_optic_lobe.v3draw.extract_0.v3dpbd.tiff, 511, 511, 424, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-m-A-20111005_5_B5-left_optic_lobe.v3draw.extract_0.v3dpbd.tiff, 511, 511, 347, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-m-A-20111006_1_A4-right_optic_lobe.v3draw.extract_0.v3dpbd.tiff, 511, 511, 456, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-m-A-20111006_1_E1-right_optic_lobe.v3draw.extract_4.v3dpbd.tiff, 511, 511, 423, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-m-A-20111103_3_C1-right_optic_lobe.v3draw.extract_0.v3dpbd.tiff, 511, 511, 407, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-m-A-20111103_3_D1-left_optic_lobe.v3draw.extract_0.v3dpbd.tiff, 511, 511, 409, 
GMR_57C10_AD_01-Two_recombinase_flipouts_A-m-A-20111103_3_F3-right_optic_lobe.v3draw.extract_10.v3dpbd.tiff, 511, 511, 420, 
ILP_PN_neuron.v3dpbd.tiff, 1024, 1024, 130, 
Image10.v3dpbd.tiff, 640, 640, 57, 
Image31.v3dpbd.tiff, 614, 708, 60, 
Image4.v3dpbd.tiff, 640, 640, 41, 
Image5.v3dpbd.tiff, 640, 640, 29, 
Image7.v3dpbd.tiff, 640, 640, 44, 
lAPT_PN1_neuron.v3dpbd.tiff, 1024, 1024, 124, 
m16_cing_1_9_cropped_neurona.v3dpbd.tiff, 2111, 3403, 291, 
mushroom_body_ab_cell_neuron.v3dpbd.tiff, 1024, 1024, 130, 
neuron2.v3dpbd.tiff, 2048, 2048, 127, 
neuron4.v3dpbd.tiff, 1024, 1024, 157, 
Recon112012no2-2.v3dpbd.tiff, 512, 512, 41, 
Recon112012no3-2.v3dpbd.tiff, 512, 512, 81, 
Result_of_C1-CL-I(X-Mas)_x_OregonR_ddaD_F-actinGFP_MT-Red.tif.v3dpbd.tiff, 1023, 524, 9, 
Result_of_C1-CL-I(X-Mas)_x_OregonR_ddaE_F-actinGFP_MT-Red.tif.v3dpbd.tiff, 1019, 480, 9, 
Series009.v3dpbd.tiff, 512, 512, 64, 
Series017.v3dpbd.tiff, 512, 512, 47, 
Series019.v3dpbd.tiff, 512, 512, 75, 
Series021.v3dpbd.tiff, 512, 512, 60, 
slice12_4to51_ch2.tif.v3dpbd.tiff, 3984, 5857, 85, 
SLP_PN_neuron.v3dpbd.tiff, 1024, 1024, 126, 
uint8_ChaMARCM-F000006_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 111, 
uint8_ChaMARCM-F000006_seg002.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 111, 
uint8_ChaMARCM-F000007_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 114, 
uint8_ChaMARCM-F000069_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 118, 
uint8_ChaMARCM-F000087_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 125, 
uint8_ChaMARCM-F000094_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 125, 
uint8_ChaMARCM-F000095_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 122, 
uint8_ChaMARCM-F000096_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 125, 
uint8_ChaMARCM-F000106_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 114, 
uint8_ChaMARCM-F000126_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 116, 
uint8_ChaMARCM-F000127_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 118, 
uint8_ChaMARCM-F000134_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 115, 
uint8_ChaMARCM-F000134_seg002.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 115, 
uint8_ChaMARCM-F000135_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 114, 
uint8_ChaMARCM-F000138_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 116, 
uint8_ChaMARCM-F000138_seg002.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 116, 
uint8_ChaMARCM-F000139_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 108, 
uint8_ChaMARCM-F000140_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 119, 
uint8_ChaMARCM-F000141_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 118, 
uint8_ChaMARCM-F000142_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 118, 
uint8_ChaMARCM-F000143_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 113, 
uint8_ChaMARCM-F000144_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 121, 
uint8_ChaMARCM-F000146_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 119, 
uint8_ChaMARCM-F000157_seg001.lsm_c_3.tif.v3dpbd.tiff, 1024, 1024, 114, 
WED_SLP_PN_neuron.v3dpbd.tiff, 1024, 1024, 126, 
yun_dendrites_apical.v3dpbd.tiff, 1445, 1445, 500, 
