name        y_n    ratio(x/y)    overlap_level    count    grey_std    overlap_all
/home/lxf/Downloads/soma_need_remove/4/marker_all_689.marker_color.txt     1   0.916667   0.344697   97   0.203069    0.209957
/home/lxf/Downloads/soma_need_remove/4/marker_all_697.marker_color.txt     1   1   0.660494   648   2.25651    0.4
/home/lxf/Downloads/soma_need_remove/4/marker_all_700.marker_color.txt     1   0.722222   0.685897   531   1.60952    0.378205
/home/lxf/Downloads/soma_need_remove/4/marker_all_701.marker_color.txt     1   0.941176   0.700368   668   1.68003    0.409314
/home/lxf/Downloads/soma_need_remove/4/marker_all_703.marker_color.txt     1   0.833333   0.631481   503   0.966517    0.372593
/home/lxf/Downloads/soma_need_remove/5/marker_all_17.marker_color.txt     1   0.952381   0.710714   1192   6.11476    0.516017
/home/lxf/Downloads/soma_need_remove/5/marker_all_276.marker_color.txt     1   0.6   0.422222   163   3.72057    0.21224
/home/lxf/Downloads/soma_need_remove/5/marker_all_332.marker_color.txt     1   0.916667   0.647727   1437   3.21554    0.340199
/home/lxf/Downloads/soma_need_remove/5/marker_all_541.marker_color.txt     1   0.882353   0.643137   449   0.814603    0.352157
/home/lxf/Downloads/soma_need_remove/5/marker_all_592.marker_color.txt     1   0.833333   0.47963   326   0.480679    0.301852
/home/lxf/Downloads/soma_need_remove/5/marker_all_606.marker_color.txt     1   0.941176   0.602941   481   1.20351    0.442096
/home/lxf/Downloads/soma_need_remove/6/marker_all_186.marker_color.txt     1   0.956522   0.613636   1095   2.07158    0.360672
/home/lxf/Downloads/soma_need_remove/6/marker_all_193.marker_color.txt     1   0.666667   0.556667   228   3.60436    0.292308
/home/lxf/Downloads/soma_need_remove/6/marker_all_198.marker_color.txt     1   1   0.6825   1155   2.95013    0.375
/home/lxf/Downloads/soma_need_remove/6/marker_all_2.marker_color.txt     1   0.809524   0.313725   224   3.59798    0.627451
/home/lxf/Downloads/soma_need_remove/6/marker_all_22.marker_color.txt     1   0.944444   0.28268   196   0.142857    0.160131
/home/lxf/Downloads/soma_need_remove/6/marker_all_38.marker_color.txt     1   0.823529   0.394958   250   0.306712    0.262605
/home/lxf/Downloads/soma_need_remove/6/marker_all_383.marker_color.txt     1   1   0.673469   1292   4.82106    0.366213
/home/lxf/Downloads/soma_need_remove/6/marker_all_524.marker_color.txt     1   0.583333   0.482143   87   0.693653    0.258929
/home/lxf/Downloads/soma_need_remove/6/marker_all_533.marker_color.txt     1   1   0.489796   202   0.525682    0.343537
/home/lxf/Downloads/soma_need_remove/6/marker_all_535.marker_color.txt     1   0.733333   0.678788   319   1.0494    0.302083
/home/lxf/Downloads/soma_need_remove/6/marker_all_536.marker_color.txt     1   1   0.713333   467   1.1599    0.345926
/home/lxf/Downloads/soma_need_remove/6/marker_all_538.marker_color.txt     1   0.857143   0.33631   149   0.361387    0.295635
/home/lxf/Downloads/soma_need_remove/6/marker_all_540.marker_color.txt     1   0.944444   0.629085   710   1.04892    0.290033
/home/lxf/Downloads/soma_need_remove/7/marker_all_563.marker_color.txt     1   1   0.704444   438   0.822045    0.389333
/home/lxf/Downloads/soma_need_remove/7/marker_all_639.marker_color.txt     1   0.833333   0.47963   326   0.480679    0.301852
/home/lxf/Downloads/soma_need_remove/7/marker_all_655.marker_color.txt     1   0.941176   0.602941   481   1.20351    0.442096
/home/lxf/Downloads/soma_need_remove/7/marker_all_673.marker_color.txt     1   1   0.660494   648   2.25651    0.4
/home/lxf/Downloads/soma_need_remove/7/marker_all_676.marker_color.txt     1   0.722222   0.685897   531   1.60952    0.378205
/home/lxf/Downloads/soma_need_remove/7/marker_all_677.marker_color.txt     1   0.941176   0.700368   668   1.68003    0.409314
/home/lxf/Downloads/soma_need_remove/8/marker_all_2.marker_color.txt     1   0.826087   0.662471   980   2.65051    0.37376
/home/lxf/Downloads/soma_need_remove/8/marker_all_454.marker_color.txt     1   0.833333   0.8   358   5.79698    0.372917
/home/lxf/Downloads/soma_need_remove/8/marker_all_477.marker_color.txt     1   0.95   0.685526   912   2.59681    0.48
/home/lxf/Downloads/soma_need_remove/8/marker_all_485.marker_color.txt     1   1   0.685185   787   2.99156    0.404835
/home/lxf/Downloads/soma_need_remove/8/marker_all_489.marker_color.txt     1   0.866667   0.515385   210   0.67105    0.358974
/home/lxf/Downloads/soma_need_remove/8/marker_all_70.marker_color.txt     1   0.875   0.549107   346   1.15241    0.228836
/home/lxf/Downloads/soma_need_remove/9/marker_all_13.marker_color.txt     1   0.777778   0.490079   431   9.70598    0.252047
/home/lxf/Downloads/soma_need_remove/9/marker_all_15.marker_color.txt     1   0.833333   0.638542   1178   2.83901    0.350595
/home/lxf/Downloads/soma_need_remove/9/marker_all_245.marker_color.txt     1   0.461538   0.378205   90   6.15493    0.144231
/home/lxf/Downloads/soma_need_remove/9/marker_all_26.marker_color.txt     1   0.894737   0.611455   649   1.4899    0.287041
/home/lxf/Downloads/soma_need_remove/9/marker_all_3.marker_color.txt     1   0.944444   0.658497   683   0.911275    0.372004
/home/lxf/Downloads/soma_need_remove/9/marker_all_32.marker_color.txt     1   0.894737   0.5   478   0.703628    0.234314
/home/lxf/Downloads/soma_need_remove/9/marker_all_33.marker_color.txt     1   0.9375   0.554167   537   0.930818    0.262207
/home/lxf/Downloads/soma_need_remove/9/marker_all_39.marker_color.txt     1   0.857143   0.619048   772   1.42692    0.340388
/home/lxf/Downloads/soma_need_remove/9/marker_all_416.marker_color.txt     1   0.888889   0.598958   473   0.933811    0.328472
/home/lxf/Downloads/soma_need_remove/9/marker_all_43.marker_color.txt     1   0.956522   0.61166   1038   2.66531    0.341897
/home/lxf/Downloads/soma_need_remove/9/marker_all_448.marker_color.txt     1   0.95   0.685526   912   2.59681    0.48
/home/lxf/Downloads/soma_need_remove/9/marker_all_450.marker_color.txt     1   0.789474   0.638596   487   1.76229    0.427193
/home/lxf/Downloads/soma_need_remove/9/marker_all_454.marker_color.txt     1   0.944444   0.691176   554   3.12696    0.452614
/home/lxf/Downloads/soma_need_remove/9/marker_all_56.marker_color.txt     1   0.85   0.651471   793   1.53055    0.440556
